timestamp,system_id,region,environment,service,cpu_pct,memory_pct,disk_pct,network_latency_ms,error_rate_pct,availability_pct,incident_count
2026-03-02,SYS-00018,APAC,staging,Worker,43.67907737824476,70.6889063365651,56.355888151146026,91.78455064626475,0.0,99.91912946016451,0
2026-02-13,SYS-00019,AMER,production,API,47.47283314518626,76.29510997790939,60.62691829803575,101.32801030804737,0.028312328090160516,100.0,1
2026-02-27,SYS-00020,EMEA,staging,API,73.02734090046394,77.41025826208298,47.81491045863793,108.424384130312,1.1089350847307229,99.88657805108075,1
2026-01-27,SYS-00021,AMER,production,Web,80.06155390662076,67.78428860228819,69.16439002119054,132.35155840873324,0.6269047597962512,99.91775630689507,0
2026-01-20,SYS-00022,EMEA,production,Web,72.01383803879035,76.00453148787732,84.60222528234371,113.26530198487944,0.8761739129092778,99.93278955806149,0
2026-01-26,SYS-00023,AMER,production,Web,35.2421448018505,78.87277867130862,51.511288240049,63.48336369594605,0.6623055884336291,99.95936756570912,0
2026-01-14,SYS-00024,AMER,development,Cache,45.25781707000585,78.755851125312,45.45255854052293,91.91877333925741,0.0,99.9178251153024,0
2026-02-06,SYS-00025,AMER,production,Worker,70.99789898076308,79.31803534272477,54.951665805827034,87.60816584148904,0.23467250572779383,99.9085036029731,0
2026-03-20,SYS-00026,APAC,production,Database,88.61329278970302,85.45489897725989,62.08226581549749,120.15501824903662,0.45570711361437855,99.90852015006818,0
2026-03-12,SYS-00027,EMEA,development,Worker,1.0,41.587674879037195,36.980599898278946,40.59611972565788,0.4761470899129956,99.95888413957384,0
2026-01-17,SYS-00028,APAC,production,Web,38.73504896922791,65.02151056438557,61.54862102748219,74.96636150859591,0.31460088953117116,99.94230864299831,1
2026-02-20,SYS-00029,APAC,development,Database,22.610725491384436,55.74719240539817,31.467920530337665,49.02182193472958,0.7330171053213583,99.96408758300242,0
2026-01-07,SYS-00030,AMER,staging,API,32.82768427693729,59.985265686043554,53.223073505922336,50.196624292296015,0.2221942003448888,99.919432433488,1
2026-01-06,SYS-00031,AMER,production,API,70.31531736066266,65.53382599461546,75.27289530552522,117.87004030448814,0.6459915327316645,99.91195510095733,0
2026-02-26,SYS-00032,AMER,staging,Database,36.407763207644386,75.66942928553561,66.97931004296728,111.90522806436618,0.02001644133959002,99.9376690772297,0
2026-01-28,SYS-00033,APAC,staging,Cache,17.706555797479425,29.278938243039317,55.883226540587586,57.006423374356764,0.0,99.9461384224785,0
2026-03-05,SYS-00034,EMEA,production,Web,60.14903467422806,77.61618508986571,50.00039577165289,77.83053214391619,0.384875955331624,99.9580310632203,1
2026-01-15,SYS-00035,EMEA,development,Web,90.8235952320888,94.37715626250595,82.23618118501248,168.26225248816363,1.057911580169117,99.90609877174215,0
2026-01-11,SYS-00036,APAC,development,Database,24.155225648365295,78.38295389851083,51.96053156104578,51.82756917298083,0.3437759731902261,99.92380505276677,1
2026-03-06,SYS-00037,APAC,development,Database,56.85241928038414,72.8808994764299,74.3186452523445,137.84965842902906,0.9482110015288563,99.8820908404019,1
2026-01-19,SYS-00038,EMEA,production,Worker,79.03836948749974,78.27195076082702,76.11684508694361,129.36669086387852,0.6711814003036599,99.91868513234965,0
2026-01-06,SYS-00039,APAC,production,API,50.25732752906167,71.80948075236859,60.29485878215453,102.01721158108649,0.45647439172375315,99.94701671708465,0
2026-03-12,SYS-00040,EMEA,production,Worker,94.17269776934293,90.71404949659754,64.66989381028124,131.57812405674343,1.1102898126713623,99.92934873256414,0
2026-03-05,SYS-00041,EMEA,production,Cache,45.17161615425609,65.29975564666888,77.71562718864004,79.21585958439138,0.09838894607358059,99.95035800004484,0
2026-03-25,SYS-00042,AMER,production,Cache,78.3893826885205,71.38385685520463,46.8887861159302,153.06158880588058,0.5252476167864896,99.88831537731136,0
2026-02-23,SYS-00043,AMER,production,Database,73.8238112524492,85.27391488056838,61.76345796290677,120.06400302462237,1.1088522578655653,99.95871847723187,0
2026-02-12,SYS-00044,APAC,staging,Cache,38.6718659150323,70.8481379341485,43.18195196189789,114.54851540049012,0.40148874061742756,99.93824213556034,0
2026-03-02,SYS-00045,AMER,production,Database,41.07732027573422,50.78307616665489,51.07441338967415,68.31555634885287,0.25050267459919806,99.96523384695818,2
2026-03-13,SYS-00046,AMER,production,Database,20.285294346516984,48.90336659467334,55.91842154576125,75.43039821498964,0.0,99.90268531213424,0
2026-02-26,SYS-00047,EMEA,production,Database,16.179676284535123,75.59819447973892,39.15600812738768,60.95641758526959,0.23651426132977,99.93995985703403,0
2026-01-29,SYS-00048,APAC,production,API,65.99637632770664,83.08016493421243,54.71733574159733,108.42169721260873,0.3421499237227724,99.9686115254502,0
2026-03-22,SYS-00049,AMER,development,Database,61.4119507329453,79.72016314401513,46.58437306745752,93.88744380771293,0.0,99.95345233650828,0
2026-03-05,SYS-00050,APAC,staging,Cache,56.360372867380605,70.66409703092494,62.31837860880992,86.23668420797412,0.40856145916938835,99.9377445700403,0
2026-03-20,SYS-00051,APAC,production,Worker,47.48728635771828,76.38217115896856,52.118216319279924,106.13242016053488,0.10962376247096378,99.8857528142332,0
2026-02-20,SYS-00052,APAC,production,Database,84.65917450057789,71.8928307622522,68.46639251157018,86.582924057687,0.0,99.94609967260372,0
2026-02-10,SYS-00053,AMER,staging,Database,49.85182357160547,75.14593478747173,53.663207066756975,111.18554841380784,0.05615776557715432,99.9772269961922,0
2026-03-17,SYS-00054,EMEA,production,Database,47.63890430062859,69.09384113562669,57.07627462941472,60.88987495214178,0.4889519217342333,99.9381563126748,0
2026-02-25,SYS-00055,AMER,staging,API,52.22800093621919,62.96521201272254,65.53779135121646,104.44624346148385,0.0,99.96082691062173,2
2026-03-11,SYS-00056,AMER,production,API,88.43966803007805,85.63913205073756,72.50443654777504,164.7279607582512,1.7955348609931399,99.84379765975451,0
2026-03-22,SYS-00057,EMEA,production,Cache,62.99974942935285,72.08870938975438,62.642211913388536,95.2155627385721,0.31721221085358575,99.93226922565256,0
2026-01-26,SYS-00058,EMEA,production,Worker,46.658627632785574,61.27665303734441,54.40073434224543,99.61083462066533,0.9327360848211493,99.92856746050731,0
2026-01-18,SYS-00059,APAC,staging,Worker,58.216722839411915,65.91412949094233,61.947697547897455,117.56496731677261,0.0,99.95110181665197,0
2026-01-14,SYS-00060,APAC,development,Database,63.054453372132194,59.24146047827522,53.708385574024895,97.4775350106818,0.0,99.97348878103455,0
2026-02-23,SYS-00061,EMEA,development,Cache,54.88428707886571,77.48184420393645,53.321985675570325,77.88607200816766,0.06626911186047128,99.96980833860395,1
2026-03-14,SYS-00062,EMEA,production,API,54.18737164107549,81.30874411402814,58.2977726532343,94.45318110886531,,99.94018017802506,0
2026-03-29,SYS-00063,EMEA,staging,Cache,57.26634772985562,62.6774660346839,72.71495515420646,120.51518078551074,0.15442430882155825,99.93619810053012,1
2026-01-03,SYS-00064,AMER,production,Web,87.80434384815204,92.57424956025794,58.93638824063845,170.7784975360165,1.5456608425256486,99.81684183221829,2
2026-01-01,SYS-00065,EMEA,production,Database,85.43702260869776,76.79167534900424,52.53443523498121,101.29525227983886,0.29784063928495386,99.94935290873504,0
2026-03-03,SYS-00066,EMEA,development,Worker,36.32184856433904,67.91216408481624,58.18807559673594,101.42995402782822,0.0,99.88894061178472,2
2026-01-25,SYS-00067,EMEA,production,Web,79.251324343041,66.01209057354377,73.85108041788249,107.59293998371813,0.48728642497125063,99.88650003297002,0
2026-02-12,SYS-00068,APAC,development,Database,67.51309102595071,66.145201849378,65.56089776325915,78.10563829113232,0.6431049359708807,99.9400863157973,0
2026-01-08,SYS-00069,APAC,production,Worker,64.67195715850059,78.50038341420502,59.35526051524273,101.17372503304821,0.0,99.96527923912487,0
2026-01-07,SYS-00070,EMEA,production,Worker,74.79759521251584,64.2393355851889,70.93457552703387,99.3467528659564,0.0,99.91378413381543,1
2026-02-17,SYS-00071,APAC,production,Worker,31.205418348056348,48.47124731746104,28.662776574156087,56.12329764781495,0.16955445061483798,99.96250321670081,0
2026-03-03,SYS-00072,EMEA,development,Web,2.303727447400829,45.526989627392204,53.51441396688797,48.28688249226642,0.0,99.94512562522904,0
2026-03-21,SYS-00073,AMER,production,Database,56.99564479353432,42.147730862482106,55.40030230300781,107.12738689118594,0.14840806224171366,99.97466625094421,1
2026-02-13,SYS-00074,APAC,staging,Web,43.89335527410466,67.60684877207586,59.401461041952096,102.4668041996051,0.673943149835939,99.97491330924277,1
2026-02-28,SYS-00075,APAC,production,Cache,20.500359076717658,64.4398858019739,59.217924937171205,98.1254980596378,0.017864219150525246,99.88254051195757,0
2026-03-19,SYS-00076,APAC,staging,Database,61.89359891249005,68.16691844582243,55.1942131318489,81.51262307370166,0.31021404828215104,99.99996502626415,1
2026-02-08,SYS-00077,APAC,production,Cache,77.95424817770213,86.57580787290901,62.76160702110289,108.5299417640725,0.5589570592925173,99.9567216292405,0
2026-01-19,SYS-00078,EMEA,production,API,61.81316698429499,69.80889518112473,55.28849827612904,102.06748836871806,0.0,99.96659554392933,0
2026-03-16,SYS-00079,EMEA,staging,API,57.610089979665915,93.2352024182165,78.20467606824425,110.07736325303536,,99.93207801345935,0
2026-01-01,SYS-00080,AMER,staging,Database,65.17106955686684,66.9223022527581,63.12833704083393,96.98355361591996,0.5002609184647973,99.95315897192066,0
2026-01-25,SYS-00081,EMEA,production,API,28.975828157409214,62.133359549923554,54.99251794604184,52.25248794561294,0.16717008196401004,99.95696805136713,0
2026-01-12,SYS-00082,EMEA,production,Cache,75.05714608340342,74.0616595145163,76.40821329532939,90.0663322840664,0.34382022205726004,99.9673167913967,0
2026-02-27,SYS-00083,AMER,production,Database,45.525743177970455,77.20483828972607,55.32705643075436,122.6823989963912,0.3190234461713637,99.93498717171695,1
2026-01-25,SYS-00084,APAC,development,API,63.95509849665324,68.05567490783424,54.310136068387166,109.3155845906235,0.1797096449702829,99.95509712286653,0
2026-01-31,SYS-00085,APAC,staging,Worker,52.6659635097341,70.61842194965135,67.07085740295769,105.32435973191843,0.26042767039913384,99.9619171435098,0
2026-02-28,SYS-00086,APAC,staging,Cache,55.73061767434166,70.98478907959499,79.13757923962227,110.29734995351335,0.0,99.88398738776988,0
2026-01-27,SYS-00087,AMER,staging,Cache,41.378789600430736,61.48773055554712,54.06810807045902,73.6444420041523,0.2863198020379435,99.93465606095106,1
2026-02-02,SYS-00088,EMEA,staging,API,74.71647696934241,59.21591608955221,66.74877320311519,96.0660359932392,0.0,99.95053372855207,0
2026-02-14,SYS-00089,APAC,production,Worker,64.65714959811292,82.59401590714904,44.36379774379464,98.22120739054161,0.9640846803219095,99.91488593829459,0
2026-01-11,SYS-00090,EMEA,production,Database,66.0784563755828,61.919224788635454,70.23350910982171,85.12054266216614,0.37730833110305706,99.97482484278143,0
2026-03-26,SYS-00091,APAC,staging,Cache,85.60928774240514,78.26023092849418,54.285829109464565,104.48871249983392,0.5319980528555253,99.98209293353098,0
2026-03-30,SYS-00092,AMER,production,Worker,38.070739619951716,51.77703558714264,45.48222751425311,75.37580759863064,0.0,99.95471835345042,0
2026-03-06,SYS-00093,EMEA,production,Worker,44.72686950596421,72.74813889337736,56.96470393616617,75.4244002652374,0.5364450578146195,99.94120750432806,2
2026-01-10,SYS-00094,EMEA,production,Cache,46.1354775095539,61.051853748431945,47.47111303905651,84.85612628730672,0.0,99.95388532532738,0
2026-02-12,SYS-00095,APAC,development,Cache,50.977735085732036,51.81812137961511,39.80956883834891,79.03590121558224,0.3617202659628602,99.89441456453535,0
2026-02-01,SYS-00096,EMEA,staging,API,78.34825785134791,82.56581791876766,51.002278489670445,133.30230789120964,0.3426609910422288,99.88886364719059,0
2026-01-15,SYS-00097,EMEA,production,Worker,31.23993498555462,56.94318840624659,53.43001679474247,85.62835465633965,0.0,99.92440709838037,0
2026-03-20,SYS-00098,APAC,development,API,99.0,88.94967516528492,84.40282301544538,138.458886784431,1.4051533694982625,99.90870465800705,0
2026-02-07,SYS-00099,APAC,production,Cache,43.67442803723356,73.57922812714587,68.21772342254943,109.25199006022167,0.4267203583028174,99.9204770676882,0
2026-02-28,SYS-00100,AMER,production,Worker,66.79524938669978,64.93878508554889,63.03805176141746,104.25981752919543,0.06849314657180455,99.94296085049544,1
2026-03-04,SYS-00101,AMER,development,API,57.14693406687047,70.66239511686277,58.98074333779151,100.74899546389963,0.8441772466182526,99.92353571482779,0
2026-01-29,SYS-00102,AMER,staging,Database,70.28122899028465,64.50398853245754,65.60911794372745,71.08978470704379,0.2068783479881635,99.9372768461498,1
2026-02-01,SYS-00103,APAC,development,Cache,28.25369277104497,73.9894282467102,66.66288310537219,67.75866130734796,0.5732877782004998,99.99868267499184,1
2026-03-29,SYS-00104,AMER,staging,Worker,73.30546180304805,79.88126518724938,63.951040020141434,108.63220489187883,0.0,99.94656473057219,0
2026-03-16,SYS-00105,AMER,staging,Database,31.948720709130324,64.43655433794808,54.61041044196677,94.65008294159965,0.03515728586577696,99.99148263544517,0
2026-02-15,SYS-00106,AMER,production,Cache,6.76221303012921,46.55872483926051,50.52008612837024,78.97934867491625,0.04784256754538829,99.92793619825055,0
2026-02-18,SYS-00107,EMEA,production,Worker,26.603812464990035,69.3694609370946,61.84117942325748,64.76124548705837,0.0,99.91688145793316,1
2026-01-01,SYS-00108,APAC,development,API,90.39196638108419,89.9203883392779,50.999606886151035,131.23399582736224,0.3949440819226323,99.94211661621871,0
2026-01-19,SYS-00109,APAC,development,Database,77.26706080943865,73.65825403190647,63.86624499321688,139.55647386734202,0.665641891468831,99.9066223807688,0
2026-01-01,SYS-00110,AMER,production,Cache,17.11158877592856,57.310245717848815,51.28953545636084,50.58081052731127,0.08895961941203587,99.96684361047832,0
2026-03-14,SYS-00111,EMEA,production,Database,75.8351420518043,82.54379436500106,42.56851435894109,88.77520876042306,0.2113701001685604,99.99904842056445,0
2026-03-26,SYS-00112,APAC,production,API,20.24866685704876,76.07834078197384,56.58244927235022,70.01995773892264,0.0,99.9558066219271,0
2026-01-15,SYS-00113,APAC,production,Worker,59.416564057346164,74.41431974100215,68.02459826021793,105.33405758450137,0.5498208745692529,99.94391804569528,0
2026-01-26,SYS-00114,EMEA,development,Cache,35.84322472651258,61.96570967083498,31.851846574146776,78.48886112159157,0.0,99.94006875788665,0
2026-02-01,SYS-00115,APAC,production,Web,75.37568428575851,76.43341480836533,57.755954103755656,133.96220533587655,0.5650410836839207,99.91288927379833,1
2026-03-15,SYS-00116,AMER,production,Cache,61.38639794950541,74.42749628022,56.39469666670535,128.48519823978395,0.22006673059858142,99.92980523656082,2
2026-02-06,SYS-00117,AMER,development,API,81.00912591054325,85.41130365246607,53.448561778307635,129.70806545694208,0.39407291908717,99.93121111063832,1
2026-01-04,SYS-00118,AMER,production,Worker,39.98862632198478,60.92967295959354,48.40247128021277,71.06119600503182,0.0,99.95885546532466,0
2026-02-22,SYS-00119,EMEA,production,Worker,50.86824109341634,78.04771288490448,51.211585306106116,67.05967090450608,0.13586166564612265,99.90021199261496,0
2026-01-14,SYS-00120,EMEA,production,Cache,36.788947718799214,45.89446588926167,55.943235490091496,73.52489792605176,0.0,99.99582877358364,0
2026-02-28,SYS-00121,EMEA,production,Web,35.218763940552954,69.30656861553054,64.68068371467555,78.0945854931477,0.24688291043478705,99.94651186999637,0
2026-03-19,SYS-00122,EMEA,production,Cache,68.6267734459638,86.77416418654686,67.69881817738685,120.41076700310822,1.4324048852994102,99.94548302116527,1
2026-01-07,SYS-00123,APAC,production,API,79.91829601592059,81.13210270262304,50.11242393148105,136.28872651970573,0.6797130992252266,99.87925147223248,0
2026-03-31,SYS-00124,EMEA,production,API,68.22676431366548,74.32225627292519,65.83616560015048,116.92635574024604,0.4869262980380042,99.90933305832,1
2026-03-01,SYS-00125,APAC,production,Worker,78.85111093942155,84.19560717155146,69.80102728582924,121.05966840818193,0.21047654715481007,99.92182176349148,0
2026-01-05,SYS-00126,EMEA,production,API,23.833619514978192,57.66910901210618,21.516105629416323,58.0861954211641,0.21088097233507969,99.93241655253141,0
2026-01-20,SYS-00127,APAC,production,Cache,51.68198268037929,66.41973536500572,73.42860161807742,124.76553930984078,0.30873487190183024,99.9333152274772,0
2026-01-16,SYS-00128,APAC,development,API,39.444474322190366,64.43302667375283,52.79233890641889,82.16533992000001,0.0,99.98273604730201,0
2026-03-21,SYS-00129,APAC,production,Worker,91.72867805489138,82.89356789648656,66.55506476527957,124.96873283877855,0.35181634708709153,99.96245849674108,1
2026-03-07,SYS-00130,EMEA,production,Web,67.96670053731565,83.52939084805763,42.715044289531335,60.275069771334934,0.3515944250259646,99.92720449966032,1
2026-02-03,SYS-00131,APAC,development,Worker,58.67542296898063,77.12011620062,78.40026144711895,100.96291556620083,0.0,99.93127181724768,0
2026-02-17,SYS-00132,AMER,production,Worker,43.65291160074791,67.22610092330495,57.23333280819281,98.97801084201105,0.0,99.97306726126725,2
2026-02-01,SYS-00133,EMEA,production,Web,90.38296240666966,90.18346722327114,76.14889455136243,120.15909274601717,1.0773172772968649,99.87527857190398,0
2026-02-06,SYS-00134,EMEA,staging,Web,92.26729400824999,91.3606355666385,54.23484125110954,150.04379829011512,1.412802193528771,99.8947674821195,0
2026-02-27,SYS-00135,EMEA,production,Web,78.29424354611744,82.8910321330398,64.68688285955672,115.14503825789035,0.10542162146154954,99.92814906632515,0
2026-01-18,SYS-00136,APAC,production,Worker,82.46992359073668,71.40136316265935,68.6403950753878,104.73914168170828,0.767591089848686,99.91378593703234,0
2026-03-10,SYS-00137,AMER,staging,Worker,54.17463480422017,75.13307024954044,54.3228748676052,108.19907610717465,0.0,99.85903461216456,1
2026-03-27,SYS-00138,EMEA,staging,Web,31.804582247622047,59.885160543392495,38.07510967316977,70.56125817895287,0.0,99.95795210845255,0
2026-03-29,SYS-00139,AMER,production,Database,72.64002601622303,82.89970638953099,60.79629223756472,112.05077123917754,0.0,99.97538741987327,0
2026-01-16,SYS-00140,APAC,production,API,32.66827256417803,77.4562679377751,43.21607491973587,58.527815427617526,0.0,99.9144523255134,1
2026-02-07,SYS-00141,EMEA,production,Worker,83.02344924386361,62.029860491153755,57.02132380926587,148.7284211298479,0.7554720012873989,99.900610385921,1
2026-01-24,SYS-00142,EMEA,staging,Database,72.3144986804732,89.95186776323675,74.28154520656705,98.4820488073909,0.0,99.9649852438485,1
2026-02-27,SYS-00143,AMER,production,Web,52.65596251861576,71.81284355573426,59.452992414905225,81.45573617712789,0.0,99.93416582133848,1
2026-01-30,SYS-00144,EMEA,production,Cache,64.74733993184148,64.7563465014162,57.49491938701674,104.50869899353175,0.0,99.95934086254701,0
2026-02-05,SYS-00145,EMEA,production,Worker,54.95475952361426,74.6413587305037,50.63151162198933,101.08206811296006,0.23986395727753562,99.97003168983893,0
2026-01-13,SYS-00146,APAC,development,Database,55.58515818210397,63.89288724005358,58.32579707258576,141.1572185836758,0.5199407490753345,99.90956420954836,1
2026-02-20,SYS-00147,APAC,production,Web,52.62625204552505,72.60974200939233,53.85968307880474,72.09311766122893,0.6355262630151967,99.95070790835712,1
2026-02-18,SYS-00148,EMEA,production,Database,37.53554736982643,50.33703545291589,39.95051709945054,81.17687564053206,0.0,99.94217264095083,0
2026-02-19,SYS-00149,EMEA,production,Worker,76.0338191004343,89.18821239316166,73.0828950020192,147.672261582693,1.0593606229864605,99.90974416963181,0
2026-01-31,SYS-00150,APAC,staging,API,56.21920681144007,80.09752766437438,69.61813745621645,118.71738902763919,0.6968521537068326,99.86619746110594,0
2026-03-10,SYS-00151,AMER,production,Cache,97.59254099132215,91.20439871260719,61.69505845585552,134.1056744081006,0.6244507337689915,99.93020764999092,1
2026-02-24,SYS-00152,AMER,development,Cache,55.60379552719495,52.04958940544856,60.87490732751031,102.44539688177662,0.03934392836701325,99.98401646422755,0
2026-01-16,SYS-00153,APAC,production,Database,72.9209241621238,61.48041152263842,40.39505914169388,128.89734438358866,0.590134092882601,99.88959917814503,1
2026-02-03,SYS-00154,EMEA,production,Database,68.22384797890109,72.83944299641823,62.222932446131274,78.00352748466811,0.5399881478202505,99.91322515258064,0
2026-03-01,SYS-00155,APAC,production,Web,74.13705057535999,75.78863655350881,68.49325868521728,131.47722607669021,0.0,99.9733630018486,1
2026-01-11,SYS-00156,AMER,production,Worker,38.11953360391447,72.24867216135961,41.29915580279237,87.07534413302702,0.0,99.96157943137239,1
2026-02-01,SYS-00157,APAC,production,Worker,45.04223493065761,44.30335218408644,57.16102469725259,130.67176507095536,0.5466538366525123,99.8660996908839,2
2026-03-20,SYS-00158,EMEA,staging,API,58.649538852392325,70.52456770562127,62.847473044422756,123.09317346285589,0.3577587302116024,99.91600501038391,0
2026-02-09,SYS-00159,AMER,production,Worker,46.60013077685459,76.11806251216326,84.61413913326462,94.10116146227992,0.15773912053136027,99.89440218779585,0
2026-02-15,SYS-00160,AMER,staging,API,74.81884271256388,74.03882804769871,87.19066594646418,126.91506628941916,0.0,99.92173343517003,2
2026-03-03,SYS-00161,APAC,production,Database,52.72579882402556,67.62531062638072,61.10663936255707,77.9329762808949,0.0,99.94914140256881,0
2026-01-29,SYS-00162,AMER,production,Worker,66.81107644066384,59.62801939081275,52.78849890085971,91.88704108200106,0.03412295654142686,99.96753512443738,1
2026-03-16,SYS-00163,APAC,production,Cache,69.36297203122385,89.32930601783451,65.6463088179145,123.32686819358564,0.07661035755866863,99.93029653590892,0
2026-01-02,SYS-00164,APAC,production,Worker,45.78423219262539,65.01647929357199,67.51678754679408,84.11734780152337,0.5377473102130916,99.98445142705546,0
2026-02-12,SYS-00165,EMEA,production,API,40.130757447632554,69.96727332099913,33.34303557985686,57.189192516123356,0.018534974587405606,99.95295598798168,0
2026-02-23,SYS-00166,EMEA,development,Worker,56.34085900591737,82.27827415415946,35.14325980720132,129.41914400299623,0.08506136137483716,99.86712392642671,0
2026-01-22,SYS-00167,AMER,development,API,37.68809696511171,76.71298849351129,41.77955553471611,113.45245560926794,0.943118135108085,99.93411707968961,0
2026-03-12,SYS-00168,AMER,staging,Database,10.092342373804527,54.73767930940194,54.30974534107427,8.50070148140783,0.30634600085769975,99.94556877331618,0
2026-01-08,SYS-00169,APAC,development,API,60.671050024456434,65.93589528824597,65.06870213682502,96.76326611538614,0.20591027276427648,99.93972649723497,1
2026-02-28,SYS-00170,AMER,production,Cache,65.59423371081859,67.63402939433894,62.82605929341558,80.91826733202093,0.11085272253934308,99.97888668081141,1
2026-02-27,SYS-00171,APAC,production,Database,78.48728265518702,96.53203415361858,73.65219317183298,140.09095068014108,0.3963739134538644,99.93299241591218,0
2026-03-12,SYS-00172,EMEA,production,Web,33.06978406032965,60.57971764792077,49.84201945776746,78.67235748013614,0.0,99.9240878206087,0
2026-01-19,SYS-00173,APAC,development,Worker,47.83673884571547,81.24771340245994,55.13665441273731,126.45473091301147,0.0,99.93696730274448,0
2026-01-14,SYS-00174,AMER,production,Cache,75.1869564372986,83.96997280574175,66.9365629437669,106.09653466114771,0.2036363643456329,99.9856314396285,0
2026-02-22,SYS-00175,APAC,production,Cache,55.91714931691772,63.05189711391155,71.61664157821063,69.25350503847758,0.0,99.9523208552106,0
2026-03-29,SYS-00176,APAC,staging,API,57.37968066784126,72.87644805675038,64.21401021365777,105.40794886955328,0.5082560239143066,99.89434090476267,0
2026-03-12,SYS-00177,EMEA,production,Database,84.138551568054,93.82933546316487,64.4950300894435,120.57310249897284,0.3083421934559267,99.93773119140171,1
2026-01-20,SYS-00178,AMER,staging,Web,34.56287965713041,57.30151761015306,52.04176585537234,58.03486534663658,0.44972707070654994,99.92943267604056,0
2026-02-06,SYS-00179,AMER,production,Worker,57.4739144283261,69.07693441621466,73.00288304383639,125.25929061913271,0.05952362724370941,99.92929646678554,2
2026-01-25,SYS-00180,AMER,staging,Database,74.91216145053654,72.62959734313296,59.662768168471324,130.7341301305076,0.6499616532576015,99.88040974613507,2
2026-03-12,SYS-00181,AMER,development,Database,37.88394882178977,71.3292205264008,51.1531390806866,85.65349312107566,0.0,99.96008786194861,1
2026-02-16,SYS-00182,AMER,production,Worker,84.94728457837707,76.93575206327077,59.64889944385429,127.92649010491579,0.38894743240668006,99.90054093848563,0
2026-02-09,SYS-00183,EMEA,production,Web,60.49120845297241,81.2397089381531,68.7491914638813,82.89275778031354,0.0,99.9742207194144,0
2026-01-01,SYS-00184,APAC,production,Worker,74.41160116649155,99.0,58.52503532819751,99.72319028492522,0.3502095776214446,99.98176520850927,1
2026-02-27,SYS-00185,AMER,production,Database,57.85589796398809,80.16627874189285,66.74225625906982,132.10663937401026,0.0,99.92990716697328,2
2026-02-09,SYS-00186,EMEA,production,Web,90.01326621969376,99.0,52.02576493459837,122.89323088499317,1.1407620928015976,99.87464340567406,0
2026-01-04,SYS-00187,EMEA,production,API,47.75915975499323,66.93452492155023,56.31502370935386,130.2697430741172,0.3837384625747076,99.89355108485717,0
2026-01-18,SYS-00188,APAC,production,API,19.293155906406085,66.91527088920051,49.923748539577396,64.41990061253091,0.12685876460691112,99.95214744377894,1
2026-03-07,SYS-00189,AMER,production,API,48.11626637685065,77.63034657025814,72.09851955030814,87.60565053850817,0.0,99.95957595344909,0
